Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
-25,74,89,82,115,98,90,106,99,176,233,217,475,308,235,266,0.76454836,0.5640739,0.6542156,0.5398925,0.03591302,0.03208231,0.455856,0.9289502,4.3877735,4.497747,4.3520603,4.387774,4.9890375,5.2720323,5.2433023,5.408023,8.488243,8.629182,8.297106,8.722875,8.032547,7.8912888,8.137892,7.7969575,-6.3399997,-7.4399996,-7.2899995,-7.4,-8.952,-9.948,-8.351999,-6.6119995,-36.82,-36.575996,-36.72,-37.14,-35.496,-34.836,-35.124,-34.439995,15.899999,15.8880005,15.3,15.899999,18.780003,19.068,19.716,21.383999,-0.006214045,-0.1272991,0.027696874,0.30608597,0.052837115,0.0330232,0.031105721,-0.025779402,0.13635385,-0.005432844,-0.023968449,0.13963841,0.054754592,-0.21326594,-0.20591564,-0.14413027,0.057524282,0.022583608,-0.007323694,0.020861432,1.07E-04,-0.044528056,-0.037603837,-0.04889564
-25,50,81,116,115,107,90,74,91,169,192,242,325,309,192,250,0.4261679,0.023942016,0.47684518,0.82200927,0.6699774,-0.18136078,0.5153519,0.7721301,3.4201171,4.894945,4.755284,3.6651237,5.024632,5.5766945,4.783615,5.0996494,9.308657,8.099585,8.677384,8.428388,7.4958463,8.226478,9.280524,7.408259,-14.56,-14.64,-10.212,-6.6200004,-2.1360002,-1.0199999,1.29,6.57,-38.86,-38.25,-39.275997,-39.399998,-39.539997,-38.85,-38.94,-36.885002,12.86,12.809999,11.436,12.399999,15.311999,15.09,15.45,16.755,-0.16804546,-0.2775014,0.028407058,0.34434673,0.01074142,0.05898902,0.27483824,-0.18136127,-0.082025364,-0.21038973,-0.4308107,-0.1272991,0.089748524,-0.11531487,-0.49201906,-0.42597264,0.10226539,-0.34394723,-0.31034705,-0.360592,-0.050067436,-0.014913703,-0.28136295,-0.5129248
-25,53,57,90,98,90,89,82,74,189,209,242,283,277,232,259,0.7517793,0.5115611,0.5422867,0.33423057,-0.14030021,-0.12509705,0.7715315,0.8890469,4.271256,4.4125137,4.26527,4.2458773,4.777869,5.0254297,5.1487303,4.9671702,8.516175,8.390879,8.192958,8.568849,8.32847,7.804499,8.20433,8.169017,35.73,35.94,35.655,36.275997,37.187996,37.875,36.383995,34.95,19.77,19.64,19.845,19.871998,18.671999,17.519999,17.76,18.135,-20.130001,-20.119999,-20.325,-19.08,-17.916,-17.4,-20.796,-22.589998,-0.072793074,-0.14523105,-0.090148,0.15222628,-0.069135666,-0.117312245,-0.10732539,-0.11274049,0.09782678,-0.077054136,-0.019441077,0.093636736,0.16085494,-0.30266824,-0.25086978,-0.001952985,0.042965665,0.039769873,0.022503711,-0.032277517,0.10524813,-0.030226879,-0.042876896,-0.043853387
-25,57,81,74,90,98,90,89,83,193,275,217,251,325,201,224,0.88465756,0.29987377,0.492607,0.16699557,-0.0794875,-0.17537528,0.5105635,1.0307039,4.5980644,4.7099934,4.5813046,4.613028,5.0503287,5.157709,5.0290203,5.1229935,8.775946,8.056488,8.364143,8.36175,8.085218,7.9212165,8.292318,8.229469,34.18,34.440002,34.845,35.039997,36.527996,37.605,36.315002,34.11,21.62,21.27,21.81,20.699999,19.847998,18.45,19.725,19.275,-22.019999,-20.565,-20.715,-20.025,-19.092,-19.14,-19.605,-23.265,-0.045007423,-0.10426276,-0.06644587,0.22770028,0.08809737,-0.18868497,-0.006258428,-0.11345066,0.09667275,-0.033023197,0.05126585,0.13675332,0.09843043,-0.25539717,-0.20892498,-0.08388958,-2.66E-04,0.014114754,0.03422162,0.052331112,0.05187838,-0.013848437,-0.04314321,-0.10466224
-25,78,82,82,98,90,65,41,82,155,209,226,258,292,192,218,0.69431853,0.21308394,0.5249287,0.15849616,-0.08319851,-0.42297563,1.0163386,1.0462662,5.3660045,5.3737855,5.361216,5.4745817,5.7371063,6.054138,6.385336,6.187814,7.5896196,7.881113,7.5112095,8.079473,7.714716,7.612764,6.8186865,7.1766195,35.969997,36.945,36.69,37.575,38.256,38.54,37.92,35.550003,4.875,5.0999994,5.205,4.575,3.5399997,1.7800001,1.6800001,2.5499997,-20.145,-19.125,-20.009998,-19.155,-16.8,-15.38,-18.24,-21.599998,0.047803737,-0.07896273,0.054861113,0.13230583,0.07057377,0.02751933,-0.01917476,-0.05752428,0.14314492,-0.11451593,0.04873584,0.16415724,0.15006913,-0.27732384,-0.24261397,0.19827235,-0.0577906,-0.001597897,0.013582123,0.06274407,0.08282431,0.03320074,-0.04048005,-0.082025364
-25,87,82,82,99,99,114,108,73,188,218,217,250,285,183,226,0.2268506,-0.49464208,-0.24720132,-0.71538746,-1.1133038,-1.2665327,-0.15753847,0.5650316,5.083489,5.0642157,5.0757074,5.3788137,5.8600483,6.0202203,6.021896,5.922058,7.7488337,8.087613,7.617751,7.769185,7.5297647,7.3924966,7.727046,7.3711486,32.25,34.094997,32.954998,34.163998,34.211998,35.649998,34.163998,32.07,14.714999,14.264999,15.42,15.144,13.44,12.46,12.756,13.23,-22.559998,-22.454998,-22.529999,-22.152,-20.424,-20.160002,-22.944,-26.235,0.0942759,-0.12634036,0.07510115,0.14050837,-0.038136464,-0.062673055,0.048469532,-0.108124346,0.09773801,-0.06764429,0.041944787,0.16724654,0.0535828,-0.3931714,-0.3447196,0.07922904,0.024900556,-0.022050973,0.010519486,0.027696878,0.04005394,0.04820322,-0.06838998,-0.03981426
-25,104,98,98,90,106,99,65,90,165,234,217,251,283,176,217,0.71059906,0.40797195,0.6584054,0.6781576,0.14652514,0.14508863,1.412579,2.2158337,4.4647074,4.3689394,4.5106764,4.718373,4.9109864,5.290228,5.426857,5.755062,8.118258,8.347624,7.9434824,8.14687,8.149384,7.9152308,8.437964,7.797915,20.196,18.708,17.445,18.24,20.147999,21.768002,19.84,15.195,26.088001,26.375998,27.21,26.796,25.631998,23.603998,23.559998,24.33,-29.184,-29.508,-30.075,-30.312,-28.656,-29.472,-31.44,-33.524998,0.05464806,-0.03653857,-0.06743125,-0.10146645,0.17363812,0.09864349,-0.03621899,-0.067111656,-0.08681905,-0.2657835,0.024181498,0.10799118,0.08735169,-0.25555694,-0.32384038,-0.12769859,-0.14221281,-0.25438514,0.03089267,0.23675504,0.19409117,-0.037603833,-0.33360532,-0.39228362
-25,98,81,90,98,106,83,90,66,176,217,234,267,432,176,242,0.14556746,-0.011971002,0.47740382,0.010534483,-0.06264828,0.003591299,0.4818331,-0.13407528,4.945942,5.1125784,4.152503,4.4584823,5.4420204,5.679046,5.9196634,5.9104857,8.647378,9.035718,8.352411,7.7969575,8.194953,7.9349833,7.7488337,7.676609,22.545,22.259998,18.588001,16.416,18.01,17.325,16.574999,16.220001,22.965,23.939999,23.904,24.324,23.88,23.039999,22.814999,22.539999,-20.955,-21.255,-23.892,-24.324,-25.07,-25.89,-27.015,-26.720001,-0.06338324,-0.049641322,0.18354508,0.003515378,0.043675844,-0.08894959,0.034487937,-0.19476585,0.13337111,-0.4041613,-0.23233418,0.0958738,-0.14168017,-0.120241724,-0.01784318,0.09445345,-0.13038836,-0.29262814,-0.2904976,-0.0732902,0.07501237,-0.009853696,-0.011984224,1.55E-10
-25,95,82,74,107,109,107,66,65,164,234,217,250,292,218,175,0.9686939,0.50278234,0.67336917,0.34811693,-0.16400282,-0.31364042,0.6639919,0.047884036,5.1618986,5.0852847,5.063737,5.041231,5.5836773,5.8145585,5.847439,5.876967,7.7351866,8.107365,7.856573,8.0268,7.811482,7.7026253,8.147469,7.708532,14.759999,15.3,15.179999,15.9,18.63,18.911999,17.32,18.179998,24.383999,25.005,24.419998,24.899998,23.909998,22.703999,22.519999,22.74,-26.328,-25.664999,-24.945,-24.768,-25.289999,-25.319998,-26.64,-25.22,-0.14626081,-0.057524282,-0.03515373,0.100347914,0.05122147,-0.024714136,-0.11451593,-0.13724157,-0.009267804,0.12423647,-0.042077947,0.23510388,0.11149768,-0.1865278,-0.027341789,-0.012250542,-0.043249737,0.013182648,0.04434163,0.0696683,0.028673371,0.03430152,-0.032135475,-0.018642126
-25,114,65,65,107,108,66,82,66,183,217,218,250,542,168,250,0.296881,-0.42457175,0.18974048,-0.24500664,-0.4989516,-0.5754065,-0.014365204,-0.5434838,4.8781857,4.9136996,4.8841715,4.969166,5.320395,5.8634,5.901707,5.9336295,8.014989,8.769961,8.118738,8.198944,7.859206,7.638302,7.6590514,7.863356,39.99,39.735,39.72,40.039997,40.524,39.92,39.69,40.16,1.38,1.95,1.6199999,1.38,0.45599994,1.18,0.705,1.2399999,-10.81,-9.360001,-9.884999,-8.08,-6.4919996,-6.72,-8.01,-7.24,-0.016334055,-0.20896937,-0.012383699,0.10270924,0.10226538,-0.11771172,-0.00892159,-0.19192515,0.068354465,-0.07758676,0.007590009,0.25255644,0.015978966,-0.094275914,-0.011984222,0.07119518,0.013759665,0.035153728,0.052331116,0.02956109,0.020559605,-0.003728426,-1.33E-04,-0.012072998
